"invertase","invertase"
"e1104","e1104"
"1104","1104"
"lipases","lipases"
"e1105","e1105"
"1105","1105"
"lysozyme","lysozyme"
"e1200","e1200"
"1200","1200"
"polydextrose","polydextrose"
"thickening","thickening"
"carrier","carrier"
"e1201","e1201"
"1201","1201"
"polyvinylpyrrolidone","polyvinylpyrrolidone"
"e1202","e1202"
"1202","1202"
"polyvinylpolypyrrolidone","polyvinylpolypyrrolidone"
"e1203","e1203"
"1203","1203"
"polyvinyl","polyvinyl"
"alcohol","alcohol"
"e1204","e1204"
"1204","1204"
"pullulan","pullulan"
"e1400","e1400"
"1400","1400"
"dextrin","dextrin"
"dextrins","dextrins"
"roasted","roasted"
"starch","starch"
"e1401","e1401"
"1401","1401"
"modified","modified"
"treated","treated"
"e1402","e1402"
"1402","1402"
"alkaline","alkaline"
"e1403","e1403"
"1403","1403"
"bleached","bleached"
"e1404","e1404"
"1404","1404"
"e1405","e1405"
"1405","1405"
"enzyme","enzyme"
"e1410","e1410"
"1410","1410"
"monostarch","monostarch"
"e1411","e1411"
"1411","1411"
"distarch","distarch"
"e1412","e1412"
"1412","1412"
"esterified","esterified"
"trimetasphosphate;","trimetasphosphate"
"phosphorus","phosphorus"
"oxychloride","oxychloride"
"e1413","e1413"
"1413","1413"
"phosphated","phosphated"
"e1414","e1414"
"1414","1414"
"acetylated","acetylated"
"e1420","e1420"
"1420","1420"
"anhydride","anhydride"
"e1421","e1421"
"1421","1421"
"vinyl","vinyl"
"e1422","e1422"
"1422","1422"
"e1423","e1423"
"1423","1423"
"e1430","e1430"
"1430","1430"
"glycerine","glycerine"
"e1440","e1440"
"1440","1440"
"hydroxy","hydroxy"
"e1441","e1441"
"1441","1441"
"e1442","e1442"
"1442","1442"
"e1443","e1443"
"1443","1443"
"e1450","e1450"
"1450","1450"
"octenyl","octenyl"
"succinate","succinate"
"e1451","e1451"
"1451","1451"
"oxidised","oxidised"
"e1452","e1452"
"1452","1452"
"e1501","e1501"
"1501","1501"
"benzylated","benzylated"
"hydrocarbons","hydrocarbons"
"e1502","e1502"
"1502","1502"
"e1503","e1503"
"1503","1503"
"resolving","resolving"
"e1504","e1504"
"1504","1504"
"solvent","solvent"
"e1505","e1505"
"1505","1505"
"triethyl","triethyl"
"foam","foam"
"e1510","e1510"
"1510","1510"
"ethanol","ethanol"
"e1516","e1516"
"1516","1516"
"monoacetate","monoacetate"
"e1517","e1517"
"1517","1517"
"diacetin","diacetin"
"e1518","e1518"
"1518","1518"
"triacetate","triacetate"
"triacetin","triacetin"
"e1519","e1519"
"1519","1519"
"benzyl","benzyl"
"e1520","e1520"
"1520","1520"
"e1521","e1521"
"1521","1521"
"8000","8000"
"25","25"
"e1525","e1525"
"1525","1525"
"oh","oh"
"nil","nil"
"zero","zero"
"nought","nought"
"naught","naught"
"one","one"
"two","two"
"three","three"
"four","four"
"five","five"
"six","six"
"seven","seven"
"eight","eight"
"nine","nine"
"ten","ten"
"eleven","eleven"
"twelve","twelve"
"thirteen","thirteen"
"fourteen","fourteen"
"fifteen","fifteen"
"sixteen","sixteen"
"seventeen","seventeen"
"eighteen","eighteen"
"nineteen","nineteen"
"twenty","twenty"
"thirty","thirty"
"forty","forty"
"fifty","fifty"
"sixty","sixty"
"seventy","seventy"
"eighty","eighty"
"ninety","ninety"
"hundred","hundred"
"thousand","thousand"
"lakh","lakh"
"million","million"
"crore","crore"
"billion","billion"
"trillion","trillion"
"quadrillion","quadrillion"
"quintillion","quintillion"
"sextillion","sextillion"
"septillion","septillion"
"octillion","octillion"
"nonillion","nonillion"
"decillion","decillion"
"zeroth","zeroth"
"first","first"
"second","second"
"third","third"
"fourth","fourth"
"fifth","fifth"
"sixth","sixth"
"seventh","seventh"
"eighth","eighth"
"ninth","ninth"
"tenth","tenth"
"eleventh","eleventh"
"twelfth","twelfth"
"thirteenth","thirteenth"
"fourteenth","fourteenth"
"fifteenth","fifteenth"
"sixteenth","sixteenth"
"seventeenth","seventeenth"
"eighteenth","eighteenth"
"nineteenth","nineteenth"
"twentieth","twentieth"
"thirtieth","thirtieth"
"fortieth","fortieth"
"fiftieth","fiftieth"
"sixtieth","sixtieth"
"seventieth","seventieth"
"eightieth","eightieth"
"ninetieth","ninetieth"
"hundredth","hundredth"
"thousandth","thousandth"
"lakhth","lakhth"
"millionth","millionth"
"croreth","croreth"
"billionth","billionth"
"trillionth","trillionth"
"quadrillionth","quadrillionth"
"quintillionth","quintillionth"
"sextillionth","sextillionth"
"septillionth","septillionth"
"octillionth","octillionth"
"nonillionth","nonillionth"
"decillionth","decillionth"
"ins","ins","i.n.s.","i n s"
"ins100","ins100"
"curcumins","curcumins"
"colour","colour"
"ins100(i)","ins100i"
"100(i)","100i"
"ins100(ii)","ins100ii"
"100(ii)","100ii"
"ins101","ins101"
"riboflavins","riboflavins"
"ins101(i)","ins101i"
"101(i)","101i"
"ins101(ii)","ins101ii"
"101(ii)","101ii"
"ins101(iii)","ins101iii"
"101(iii)","101iii"
"bacillus","bacillus"
"subtilis","subtilis"
"ins102","ins102"
"fda","fda"
"ins103","ins103"
"chrysoine","chrysoine"
"resorcinol","resorcinol"
"ins104","ins104"
"d&c","d&c"
"10","10"
"ins107","ins107"
"ins110","ins110"
"ins111","ins111"
"delisted","delisted"
"ins120","ins120"
"carmines","carmines"
"ins121","ins121"
"ins122","ins122"
"ext","ext"
"ins123","ins123"
"ins124","ins124"
"ins125","ins125"
"ins126","ins126"
"ins127","ins127"
"ins128","ins128"
"ins129","ins129"
"ins130","ins130"
"ins131","ins131"
"ins132","ins132"
"ins133","ins133"
"ins140","ins140"
"ins141","ins141"
"ins141(i)","ins141i"
"141(i)","141i"
"ins141(ii)","ins141ii"
"141(ii)","141ii"
"ins142","ins142"
"ins143","ins143"
"ins150","ins150"
"caramels","caramels"
"ins150a","ins150a"
"ins150b","ins150b"
"sulfite","sulfite"
"ins150c","ins150c"
"ins150d","ins150d"
"ins151","ins151"
"ins152","ins152"
"ins153","ins153"
"ins154","ins154"
"ins155","ins155"
"ins160","ins160"
"ins160a","ins160a"
"carotenes","carotenes"
"ins160a(i)","ins160ai"
"160a(i)","160ai"
"a(i)","ai"
"ins160a(ii)","ins160aii"
"160a(ii)","160aii"
"a(ii)","aii"
"ins160a(iii)","ins160aiii"
"160a(iii)","160aiii"
"a(iii)","aiii"
"blakeslea","blakeslea"
"trispora","trispora"
"ins160a(iv)","ins160aiv"
"160a(iv)","160aiv"
"a(iv)","aiv"
"algae","algae"
"ins160b","ins160b"
"ins160b(i)","ins160bi"
"160b(i)","160bi"
"b(i)","bi"
"based","based"
"ins160b(ii)","ins160bii"
"160b(ii)","160bii"
"b(ii)","bii"
"ins160c","ins160c"
"ins160d","ins160d"
"lycopenes","lycopenes"
"ins160d(i)","ins160di"
"160d(i)","160di"
"d(i)","di"
"ins160d(ii)","ins160dii"
"160d(ii)","160dii"
"d(ii)","dii"
"tomato","tomato"
"ins160d(iii)","ins160diii"
"160d(iii)","160diii"
"d(iii)","diii"
"ins160e","ins160e"
"ins160f","ins160f"
"ins161","ins161"
"ins161a","ins161a"
"ins161b","ins161b"
"luteins","luteins"
"ins161b(i)","ins161bi"
"161b(i)","161bi"
"tagetes","tagetes"
"erecta","erecta"
"ins161b(ii)","ins161bii"
"161b(ii)","161bii"
"ins161c","ins161c"
"kryptoxanthin","kryptoxanthin"
"ins161d","ins161d"
"ins161e","ins161e"
"ins161f","ins161f"
"ins161g","ins161g"
"ins161h","ins161h"
"zeaxanthins","zeaxanthins"
"ins161h(i)","ins161hi"
"161h(i)","161hi"
"h(i)","hi"
"ins161h(ii)","ins161hii"
"161h(ii)","161hii"
"h(ii)","hii"
"rich","rich"
"ins161i","ins161i"
"ins161j","ins161j"
"ins162","ins162"
"beet","beet"
"ins163","ins163"
"ins163(ii)","ins163ii"
"163(ii)","163ii"
"grape","grape"
"skin","skin"
"ins163(iii)","ins163iii"
"163(iii)","163iii"
"blackcurrant","blackcurrant"
"ins163(iv)","ins163iv"
"163(iv)","163iv"
"corn","corn"
"ins163(v)","ins163v"
"163(v)","163v"
"cabbage","cabbage"
"ins164","ins164"
"gardenia","gardenia"
"ins165","ins165"
"165","165"
"ins166","ins166"
"166","166"
"sandalwood","sandalwood"
"ins170","ins170"
"ins170(i)","ins170i"
"170(i)","170i"
"anticaking","anticaking"
"stabilizer","stabilizer"
"surface","surface"
"colourant","colourant"
"ins170(ii)","ins170ii"
"170(ii)","170ii"
"ins171","ins171"
"ins172","ins172"
"ins172(i)","ins172i"
"172(i)","172i"
"ins172(ii)","ins172ii"
"172(ii)","172ii"
"ins172(iii)","ins172iii"
"172(iii)","172iii"
"ins173","ins173"
"ins174","ins174"
"ins175","ins175"
"ins180","ins180"
"ins181","ins181"
"tannins","tannins"
"ins182","ins182"
"ins200","ins200"
"ins201","ins201"
"ins202","ins202"
"ins203","ins203"
"ins209","ins209"
"ins210","ins210"
"ins211","ins211"
"ins212","ins212"
"ins213","ins213"
"ins214","ins214"
"ins215","ins215"
"ins216","ins216"
"ins217","ins217"
"ins218","ins218"
"ins219","ins219"
"ins220","ins220"
"sulfur","sulfur"
"ins221","ins221"
"ins222","ins222"
"bisulfite","bisulfite"
"ins223","ins223"
"metabisulfite","metabisulfite"
"bleaching","bleaching"
"ins224","ins224"
"ins225","ins225"
"ins226","ins226"
"ins227","ins227"
"ins228","ins228"
"ins230","ins230"
"ins231","ins231"
"hydroxybiphenyl","hydroxybiphenyl"
"ins232","ins232"
"ins233","ins233"
"ins234","ins234"
"ins235","ins235"
"pimaricin","pimaricin"
"ins236","ins236"
"ins237","ins237"
"ins238","ins238"
"ins239","ins239"
"ins240","ins240"
"ins241","ins241"
"241","241"
"guaicum","guaicum"
"ins242","ins242"
"ins249","ins249"
"fixative","fixative"
"ins250","ins250"
"ins251","ins251"
"ins252","ins252"
"ins260","ins260"
"glacial","glacial"
"ins261","ins261"
"ins262","ins262"
"ins263","ins263"
"ins264","ins264"
"ins265","ins265"
"ins266","ins266"
"ins270","ins270"
"ins280","ins280"
"ins281","ins281"
"ins282","ins282"
"ins283","ins283"
"ins284","ins284"
"ins285","ins285"
"ins290","ins290"
"ins296","ins296"
"ins297","ins297"
"ins300","ins300"
"water","water"
"soluble","soluble"
"ins301","ins301"
"ins302","ins302"
"ins303","ins303"
"ins304","ins304"
"fat","fat"
"ins307","ins307"
"ins307a","ins307a"
"307a","307a"
"ins307b","ins307b"
"307b","307b"
"concentrate","concentrate"
"ins307c","ins307c"
"307c","307c"
"dl","dl"
"ins308","ins308"
"ins309","ins309"
"ins310","ins310"
"ins311","ins311"
"ins312","ins312"
"ins315","ins315"
"ins316","ins316"
"ins317","ins317"
"ins318","ins318"
"ins319","ins319"
"ins320","ins320"
"ins321","ins321"
"ins322","ins322"
"lecithins","lecithins"
"ins325","ins325"
"ins326","ins326"
"ins327","ins327"
"ins328","ins328"
"ins329","ins329"
"ins330","ins330"
"ins331","ins331"
"ins332","ins332"
"ins333","ins333"
"ins334","ins334"
"ins335","ins335"
"ins336","ins336"
"ins337","ins337"
"ins338","ins338"
"phosphoric","phosphoric"
"ins339","ins339"
"ins340","ins340"
"ins341","ins341"
"ins342","ins342"
"ins343","ins343"
"ins344","ins344"
"ins345","ins345"
"ins349","ins349"
"ins350","ins350"
"ins351","ins351"
"ins352","ins352"
"ins353","ins353"
"ins354","ins354"
"ins355","ins355"
"ins356","ins356"
"ins357","ins357"
"ins359","ins359"
"adipates","adipates"
"ins363","ins363"
"ins364","ins364"
"364","364"
"succinates","succinates"
"ins365","ins365"
"ins366","ins366"
"ins367","ins367"
"ins368","ins368"
"ins370","ins370"
"ins375","ins375"
"375","375"
"niacin","niacin"
"nicotinic","nicotinic"
"nicotinamide","nicotinamide"
"b3","b3"
"retention","retention"
"ins380","ins380"
"ins381","ins381"
"ferrocitrate","ferrocitrate"
"ins384","ins384"
"ins385","ins385"
"ins386","ins386"
"ethylenediaminetetraacetate","ethylenediaminetetraacetate"
"ins387","ins387"
"ins388","ins388"
"ins389","ins389"
"ins390","ins390"
"ins391","ins391"
"ins399","ins399"
"ins400","ins400"
"ins401","ins401"
"ins402","ins402"
"ins403","ins403"
"ins404","ins404"
"ins405","ins405"
"ins406","ins406"
"ins407","ins407"
"ins407a","ins407a"
"ins409","ins409"
"ins410","ins410"
"ins412","ins412"
"ins413","ins413"
"ins414","ins414"
"ins415","ins415"
"ins416","ins416"
"ins417","ins417"
"ins418","ins418"
"ins420","ins420"
"ins421","ins421"
"ins422","ins422"
"glycerin","glycerin"
"ins425","ins425"
"glucomannate","glucomannate"
"ins428","ins428"
"428","428"
"gelatin","gelatin"
"not","not"
"classified","classified"
"an","an"
"additive","additive"
"ins430","ins430"
"ins431","ins431"
"ins432","ins432"
"ins433","ins433"
"ins434","ins434"
"ins435","ins435"
"ins436","ins436"
"ins440","ins440"
"ins441","ins441"
"superglycerinated","superglycerinated"
"hydrogenated","hydrogenated"
"rapeseed","rapeseed"
"fully","fully"
"ins442","ins442"
"phosphorylated","phosphorylated"
"glyceridess","glyceridess"
"ins443","ins443"
"ins444","ins444"
"ins445","ins445"
"ins450","ins450"
"ins451","ins451"
"ins452","ins452"
"ins459","ins459"
"ins460","ins460"
"ins461","ins461"
"ins463","ins463"
"ins464","ins464"
"ins465","ins465"
"ins466","ins466"
"ins468","ins468"
"ins469","ins469"
"enzymatically","enzymatically"
"hydrolyzed","hydrolyzed"
"ins470","ins470"
"ins470a","ins470a"
"ins470b","ins470b"
"ins471","ins471"
"ins472","ins472"
"ins472a","ins472a"
"ins472b","ins472b"
"ins472c","ins472c"
"ins472d","ins472d"
"ins472e","ins472e"
"diacetyltartaric","diacetyltartaric"
"ins472f","ins472f"
"ins473","ins473"
"ins474","ins474"
"ins475","ins475"
"ins476","ins476"
"ins477","ins477"
"ins478","ins478"
"ins479","ins479"
"ins479b","ins479b"
"ins480","ins480"
"sulfosuccinate","sulfosuccinate"
"ins481","ins481"
"ins482","ins482"
"ins483","ins483"
"tartarate","tartarate"
"ins491","ins491"
"ins492","ins492"
"ins493","ins493"
"ins494","ins494"
"ins495","ins495"
"ins500","ins500"
"e500ii","e500ii"
"ins501","ins501"
"ins503","ins503"
"ins504","ins504"
"ins507","ins507"
"ins508","ins508"
"ins509","ins509"
"ins510","ins510"
"ins511","ins511"
"ins512","ins512"
"ins513","ins513"
"sulfuric","sulfuric"
"ins514","ins514"
"sulfate","sulfate"
"ins515","ins515"
"ins516","ins516"
"flour","flour"
"treatment","treatment"
"ins517","ins517"
"ins518","ins518"
"ins519","ins519"
"cupric","cupric"
"ins520","ins520"
"ins521","ins521"
"ins522","ins522"
"ins523","ins523"
"ins524","ins524"
"ins525","ins525"
"ins526","ins526"
"ins527","ins527"
"ins528","ins528"
"ins529","ins529"
"ins530","ins530"
"ins535","ins535"
"ins536","ins536"
"ins538","ins538"
"ins540","ins540"
"ins541","ins541"
"ins542","ins542"
"ins544","ins544"
"ins545","ins545"
"ins551","ins551"
"ins552","ins552"
"ins553","ins553"
"ins553a","ins553a"
"ins553b","ins553b"
"ins554","ins554"
"ins555","ins555"
"ins556","ins556"
"ins558","ins558"
"ins559","ins559"
"ins570","ins570"
"stearic","stearic"
"ins575","ins575"
"ins576","ins576"
"ins577","ins577"
"ins578","ins578"
"ins579","ins579"
"ins585","ins585"
"ins620","ins620"
"ins621","ins621"
"ins622","ins622"
"ins623","ins623"
"ins624","ins624"
"ins625","ins625"
"ins626","ins626"
"ins627","ins627"
"ins628","ins628"
"ins629","ins629"
"ins630","ins630"
"ins631","ins631"
"ins632","ins632"
"ins633","ins633"
"ins634","ins634"
"ins635","ins635"
"ins636","ins636"
"636","636"
"maltol","maltol"
"ins637","ins637"
"637","637"
"ins640","ins640"
"ins641","ins641"
"641","641"
"leucine","leucine"
"ins650","ins650"
"ins900","ins900"
"dimethylpolysiloxane","dimethylpolysiloxane"
"ins901","ins901"
"ins902","ins902"
"ins903","ins903"
"ins904","ins904"
"ins905","ins905"
"ins907","ins907"
"refined","refined"
"ins912","ins912"
"ins914","ins914"
"ins920","ins920"
"ins924","ins924"
"ins925","ins925"
"ins926","ins926"
"ins927","ins927"
"ins927b","ins927b"
"ins928","ins928"
"ins938","ins938"
"ins939","ins939"
"ins941","ins941"
"ins942","ins942"
"ins943","ins943"
"ins943a","ins943a"
"ins943b","ins943b"
"ins950","ins950"
"artificial","artificial"
"ins951","ins951"
"ins952","ins952"
"cyclamates","cyclamates"
"ins953","ins953"
"ins954","ins954"
"ins955","ins955"
"ins956","ins956"
"ins957","ins957"
"ins959","ins959"
"neohesperidin","neohesperidin"
"ins965","ins965"
"ins966","ins966"
"ins967","ins967"
"ins999","ins999"
"ins1001","ins1001"
"ins1100","ins1100"
"amylases","amylases"
"ins1102","ins1102"
"ins1103","ins1103"
"?","?"
"ins1104","ins1104"
"ins1105","ins1105"
"ins1200","ins1200"
"ins1201","ins1201"
"poly","poly"
"pyrrolidone","pyrrolidone"
"ins1202","ins1202"
"ins1400","ins1400"
"ins1401","ins1401"
"ins1402","ins1402"
"ins1403","ins1403"
"ins1404","ins1404"
"ins1405","ins1405"
"ins1410","ins1410"
"ins1412","ins1412"
"ins1413","ins1413"
"ins1414","ins1414"
"ins1420","ins1420"
"ins1422","ins1422"
"ins1440","ins1440"
"ins1442","ins1442"
"ins1450","ins1450"
"octenylsuccinate","octenylsuccinate"
"ins1451","ins1451"
"ins1505","ins1505"
"ins1510","ins1510"
"ins1518","ins1518"
"ins1520","ins1520"
"ins1521","ins1521"
"citation","citation"
"needed","needed"
"antifoaming","antifoaming"
"dot","dot"
"point","point"
"decimal","decimal"
